Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
090-276-730-724-572,An Electric Vehicle Flexibility Characterization Method Based on The Behavior Data of Users,2024-01-23,2024,preprint,,,Applied Energy Innovation Institute (AEii),,Xiaohong Dong; Yanqi Ren; Xiaodan Yu; Xing Dong; Mingshen Wang,"The number and penetration of electric vehicles(EVs) are increasing.Electric vehicle charging load has the two characteristics of power load and energy storage because electric vehicles are becoming a new flexible resource to participate in the auxiliary services of power systems, which can improve the operation of power systems.As the basis of electric vehicle flexibility application, the flexibility characterization of electric vehicles has become the primary problem to be solved.Therefore, an electric vehicle flexibility characterization method based on the behavior data of users is proposed.Firstly, the original data is cleaned and reconstructed, and the behavior data set of electric vehicle users is extracted.Then, based on the electric vehicle user behavior data set, an electric vehicle user flexibility potential evaluation index system is proposed, which characterizes the electric vehicle flexibility potential from the three dimensions of capacity, charging time, and charging power.Secondly, an electric vehicle flexibility controllable region construction method based on an evaluation index is proposed to describe the flexibility of electric vehicle users with different charging habits.Finally, using real user data for verification, the results show that the proposed method can accurately describe the flexibility of different electric vehicle users.The results can provide a basis for electric vehicle aggregators (EVA) to participate in power grid auxiliary services.",,,,,Flexibility (engineering); Characterization (materials science); Electric vehicle; Computer science; Materials science; Statistics; Nanotechnology; Mathematics; Power (physics); Quantum mechanics; Physics,,,,,https://www.energy-proceedings.org/wp-content/uploads/icae2023/1703611809.pdf http://dx.doi.org/10.46855/energy-proceedings-10920,http://dx.doi.org/10.46855/energy-proceedings-10920,,10.46855/energy-proceedings-10920,,,0,,0,true,,gold
090-484-689-599-314,The Current Situation of the Development of Electric Vehicle Technology in Turkey,2022-05-10,2022,journal article,European Journal of Science and Technology,21482683,European Journal of Science and Technology,,İsa KARAHAN; Yusuf KAPLAN; Gülizar Gizem ÜNALDI,"The environmental damage caused by internal combustion vehicles used in transportation, the diminishing availability of fossil fuels, and the lower cost of electricity in comparison to gasoline and diesel, are the primary reasons for the trend toward electric vehicles (EV). In parallel to the increase in electric vehicles, the number of charging stations has increased as well, which has contributed to the widespread utilization of electric vehicles. When the history of electric vehicles has been investigated, it became clear that the first studies began in the early 1800s. During those years, as oil output expanded in response to the period's conditions, electric vehicles' popularity diminished in comparison to internal combustion vehicles. Additionally, range, charging durations, and power have limited the commercialization of electric vehicles. With global warming approaching alarming levels and new technology emerging, demand for electric vehicles has increased. Turkey, with its technological advancements and investments in electric vehicles, is observed to be following the global electric vehicle market. In this study, the electric vehicle development process in Turkey was assessed, as was the distribution of existing charging stations for businesses and domestic vehicles.",,,,,Commercialization; Electric vehicle; Electricity; Automotive engineering; Range (aeronautics); Diesel fuel; Environmental science; Electric power; Fossil fuel; Internal combustion engine; Business; Engineering; Power (physics); Electrical engineering; Waste management; Aerospace engineering; Physics; Quantum mechanics; Marketing,,,,,https://dergipark.org.tr/en/download/article-file/2409357 https://doi.org/10.31590/ejosat.1112093 https://dergipark.org.tr/tr/pub/ejosat/issue/69376/1112093,http://dx.doi.org/10.31590/ejosat.1112093,,10.31590/ejosat.1112093,,,0,000-289-376-192-777; 015-201-802-764-922; 145-771-967-941-93X,1,true,cc-by-nc,gold
090-514-179-718-445,A Hybrid Trajectory Planning Strategy for Intelligent Vehicles in On-Road Dynamic Scenarios,,2023,journal article,IEEE Transactions on Vehicular Technology,00189545; 19399359,Institute of Electrical and Electronics Engineers (IEEE),United States,Mingqiang Wang; Lei Zhang; Zhiqiang Zhang; Zhenpo Wang,"Efficient trajectory planning for intelligent vehicles in dynamic environments is a non-trivial task due to the diversity and complexity of driving scenarios. It requires the planner to be capable of responding to the changes in driving scenarios in real-time. This paper proposes a hybrid trajectory planning framework by combining the sampling- and numerical optimization-based approaches to cope with the complex driving scenarios. First, a risk field model is introduced to assess the risks with the static and moving obstacles. Then, the sampling-based approach is used to generate collision-free trajectory candidates via the Path Velocity Decomposition method. Thus, the optimal behavior trajectory can be obtained by considering curve smoothness, collision risk, and travel time. The optimization-based method is adopted to optimize the behavior trajectory to guarantee safety, vehicle dynamics stability, and driving comfort using the Sequential Quadratic Programming within the spatio-temporal boundaries. Finally, the proposed framework is examined in typical dynamic driving scenarios through simulation, and the results verify its competency in generating high-quality trajectories in real-time.",72,3,2832,2847,Trajectory; Computer science; Motion planning; Vehicle dynamics; Smoothness; Quadratic programming; Sampling (signal processing); Trajectory optimization; Path (computing); Collision detection; Task (project management); Collision; Simulation; Control theory (sociology); Control engineering; Mathematical optimization; Engineering; Robot; Artificial intelligence; Mathematics; Automotive engineering; Physics; Control (management); Filter (signal processing); Computer security; Mathematical analysis; Systems engineering; Computer vision; Programming language; Astronomy,,,,Beijing Municipal Science and Technology Commission through Beijing Nova Program,,http://dx.doi.org/10.1109/tvt.2022.3215476,,10.1109/tvt.2022.3215476,,,0,003-729-690-792-119; 004-238-485-096-413; 005-462-356-114-382; 006-877-619-530-507; 011-203-501-400-942; 011-984-948-300-192; 015-636-861-312-62X; 023-913-591-546-778; 025-277-285-104-435; 027-717-411-155-495; 034-685-527-881-683; 035-024-353-955-651; 037-438-635-667-829; 039-680-939-875-190; 043-583-812-519-762; 043-959-408-140-112; 045-197-406-749-965; 045-520-828-178-565; 046-764-014-875-094; 058-576-107-773-932; 058-949-031-678-128; 059-293-323-525-198; 065-505-534-186-340; 068-121-509-459-702; 068-202-195-303-223; 069-291-150-267-517; 072-734-989-986-742; 081-843-002-131-041; 083-355-921-321-380; 085-679-642-907-008; 090-319-839-378-412; 090-609-520-755-701; 097-187-110-132-445; 098-499-962-106-502; 099-576-668-449-451; 105-217-344-392-103; 109-079-094-335-693; 112-365-193-559-647; 116-504-592-674-215; 135-402-960-489-091; 147-000-108-081-027,35,false,,
090-747-493-856-202,A Harmonic Suppression Control Method for PMSM of Electric Vehicles,2023-03-29,2023,book chapter,Lecture Notes in Electrical Engineering,18761100; 18761119,Springer Nature Singapore,Germany,Haiqiang Liang; Jianwei Li; Kangwei Dai; Wei Li,,,,511,519,Control (management); Control theory (sociology); Harmonic; Automotive engineering; Control engineering; Computer science; Engineering; Physics; Acoustics; Artificial intelligence,,,,,,http://dx.doi.org/10.1007/978-981-99-0357-3_52,,10.1007/978-981-99-0357-3_52,,,0,000-137-153-247-889; 011-192-577-831-967; 018-712-658-038-443; 080-138-378-792-93X; 104-369-402-849-594; 117-998-674-880-206,1,false,,
091-037-134-427-473,Characteristics and Experiences of Ride-Hailing Drivers with Electric Vehicles,2021-05-22,2021,journal article,World Electric Vehicle Journal,20326653,MDPI AG,United States,Angela Sanguinetti; Kenneth S Kurani,"Electrification of transportation network companies (TNCs), such as Uber and Lyft, can produce social and environmental benefits from reduced vehicle emissions and enhanced implementation of renewable electricity as well as private benefits to drivers via reduced vehicle fuel and maintenance costs compared to conventional vehicles. We conducted a survey of plug-in electric vehicle (PEV) drivers on the Uber platform in the US. This paper describes these drivers and their experiences to further understanding of motivations for and barriers to PEV adoption among TNC drivers. The TNC-PEV drivers in this sample clearly recognized, and were largely motivated by, economic benefits of fuel and maintenance savings, thus, increased net earnings, associated with using a PEV to provide ride-hailing services rather than a conventional internal combustion engine vehicle. Most drivers reported charging their PEV every day, most often at home and overnight. This is true even of those with plug-in hybrid electric vehicles (PHEVs) that can run on gas if not charged. Increased electric driving range topped the list of drivers’ wishes to better support PEVs on TNCs, and range limitations topped the list of reasons why PHEV drivers did not opt for a battery electric vehicle (BEV; that runs exclusively on electricity). The second most common wish among all PEV drivers was for more charger locations.",12,2,79,,Battery electric vehicle; Environmental economics; Business; Renewable energy; Range (aeronautics); Electricity; Electric vehicle; Electrification; Driving range; Sample (statistics),electric vehicle; consumer adoption; ride-hailing; transportation network company,,,,https://escholarship.org/content/qt1203t5fj/qt1203t5fj.pdf?t=q87qhg https://www.mdpi.com/2032-6653/12/2/79 https://www.mdpi.com/2032-6653/12/2/79/pdf https://escholarship.org/uc/item/1203t5fj,http://dx.doi.org/10.3390/wevj12020079,,10.3390/wevj12020079,3016874906,,0,006-981-561-700-445; 018-286-609-302-704; 037-355-202-910-375; 051-056-926-067-106; 056-627-083-523-609; 079-340-257-403-41X; 101-151-126-982-020; 134-716-059-674-046; 139-555-950-984-382; 187-718-701-103-526,13,true,cc-by,gold
091-721-206-466-422,CLEAN AIR MANDATE FUELS ELECTRIC CARS,1995-11-01,1995,journal article,Traffic safety,,,,M Tapscott,"Detroit's Big Three automakers--Chrysler, General Motors, and Ford--are reporting that the technology to build affordable electric vehicles is not yet available. Electric vehicle advocates, however, dispute this claim, stating that car manufacturers are purposely short-circuiting the electric vehicle's future. This article reports that the rush to mass produce electric vehicles comes from a California law that mandates 2 percent of all new cars produced for sale in that state be zero-emissions vehicles by 1998; by 2003, the mandate reaches 10 percent. Twelve Northeast states are following suit, per the 1990 Clean Air Act, which statistically means that the 2 percent mandate for electrically powered vehicles by 1998 will cover nearly half the nation's population. The prototype vehicles now being tested are expensive--approximately $30,000. In addition, government and industry concerns regarding safety are a priority in the electric vehicle arena.",95,6,,,Battery electric vehicle; Green vehicle; Miles per gallon gasoline equivalent; Engineering; Aeronautics; Transport engineering; Mandate; Electric vehicle; Clean Air Act; Population; Government incentives for plug-in electric vehicles,,,,,https://trid.trb.org/view/451952,https://trid.trb.org/view/451952,,,604273056,,0,,0,false,,
091-870-626-753-443,Examining Shanghai Consumer Preferences for Electric Vehicles and Their Attributes,2017-09-01,2017,,Research Papers in Economics,,,,Yongyou Nie; Enci Wang; Qinxin Guo; Junyi Shen,"In this study, we conducted a stated choice survey in Shanghai to examine the attitudes of Shanghai residents towards electric vehicles and their attributes. Multinomial Logit and Random Parameter Logit models were used to analyze the response data for three samples—the full sample, a subsample of potential electric vehicle purchasers, and a subsample of unlikely electric vehicle purchasers. We found that the respondents in each of the three groups preferred electric vehicles with a longer driving range, a shorter charging time, a faster maximum speed, lower pollution emissions, lower fuel cost, and a lower price. However, a comparison of the two subsamples showed that potential electric vehicle purchasers were willing to pay more than their counterparts for enhancing vehicle attributes. We also investigated the determinants of likely electric vehicle purchase and found a number of demographic characteristics that were statistically significant.",,,,,Multinomial logistic regression; Business; Econometrics; Marketing; Electric vehicle; Willingness to pay; Driving range; Fuel cost; Stated choice; Full sample; Electric potential,,,,,https://ideas.repec.org/p/kob/dpaper/dp2017-21.html https://econpapers.repec.org/RePEc:kob:dpaper:dp2017-21,https://ideas.repec.org/p/kob/dpaper/dp2017-21.html,,,2759529214,,0,,0,false,,
091-878-917-282-828,Deciphering Determinants for Adoption of E-Mobility,2024-04-23,2024,journal article,International Scientific Journal of Engineering and Management,25836129,Edtech Publishers (OPC) Private Limited,,Ms. Bhavya R. Mishra,"<jats:p>lectric vehicles represent a paradigm shift in transportation, offering a clean, quiet, and environmentally friendly mode of travel. India, as a significant market for electric vehicles, aims to become a predominantly electric vehicle-driven nation by 2030, marking a remarkable endeavor toward sustainability. The global automotive landscape reflects a growing trend towards electric mobility, with nearly every major manufacturer incorporating electric vehicles into their product lineup. This widespread acceptance underscores the increasing demand for eco-friendly transportation options worldwide. Governments worldwide have implemented various policies to promote electric mobility, with encouraging results. However, achieving India's ambitious goal requires a comprehensive policy framework aimed at phasing out fuel run vehicles and incentivizing the adoption of electric vehicles. To expedite the transition, policies should discourage the further proliferation of traditional gas vehicles while introducing initiatives to facilitate the widespread acceptance of electric vehicles. This includes the implementation of schemes to make electric vehicles more accessible and appealing to consumers. While the journey towards widespread adoption of electric vehicles is ambitious and challenging, with concerted policy efforts, it is indeed achievable. The implementation of effective policies and incentives is crucial in realizing India's vision of becoming an electric vehicle-centric nation by 2030. This paper aims to provide a comprehensive review of the factors influencing consumer acceptance of electric vehicles. By synthesizing existing literature and empirical research, the study seeks to shed light on the socio-economic, psychological, and technological determinants that shape consumer attitudes and behaviors towards EV adoption.  Key words: E-vehicle, e-mobility, Consumer Attitude, Psychological Factors, Charging infrastructure.</jats:p>",3,4,1,9,Business; Economic geography; Economics,,,,,,http://dx.doi.org/10.55041/isjem01666,,10.55041/isjem01666,,,0,,0,false,,
092-109-006-006-62X,2006 Lexus RX400h-4807 Hybrid Electric Vehicle Battery Test Results,2010-01-01,2010,report,,,Office of Scientific and Technical Information (OSTI),,Tyler Gray; Chester Motloch; James Francfort,"The U.S. Department of Energy's Advanced Vehicle Testing Activity conducts several different types of tests on hybrid electric vehicles, including testing hybrid electric vehicles batteries when both the vehicles and batteries are new, and at the conclusion of 160,000 miles of accelerated testing. This report documents the battery testing performed and battery testing results for the 2007 Lexus RX900h hybrid electric vehicle (Vin Number JTJHW31U660004807). Testing was performed by the Electric Transportation Engineering Corporation. The Advanced Vehicle Testing Activity is part of the U.S. Department of Energy's Vehicle Technologies Program. The Idaho National Laboratory and the Electric Transportation Engineering Corporation conduct Advanced Vehicle Testing Activity for the U.S. Department of Energy.",,,,,Battery electric vehicle; Engineering; Automotive engineering; Electric vehicle; Test (assessment); Electric-vehicle battery; Idaho National Laboratory; Electric transportation; Battery (electricity),,,,,https://digital.library.unt.edu/ark:/67531/metadc935438/m2/1/high_res_d/974794.pdf https://digital.library.unt.edu/ark:/67531/metadc935438/ https://core.ac.uk/display/71327997 http://www.osti.gov/scitech/servlets/purl/974794,http://dx.doi.org/10.2172/974794,,10.2172/974794,2181062736,,0,,0,true,,green
092-180-526-555-78X,Factors that Impact Consumers’ Expenditure on Electric Vehicles: A Case Study from China,,2021,conference proceedings article,"Advances in Economics, Business and Management Research",23525428,Atlantis Press,,Chenxuan Zhou; Jialiang Yang,"Development of electric vehicles is dynamic all around the world, and so does in China. This is because of the characteristics of electric vehicles, such as powered by green energy, no pollution in functioning, and more convenient in driving. However, the stock of electric vehicles is still relatively small, which is only about one percent of total vehicles in the world. Therefore, it is necessary to continue to stimulate the development of electric vehicles and improve their ownership. The purpose of this paper is to study the factors that will influence consumers' expenditure on electric vehicles in China. This paper implies the model based on Theory of Planned Behavior, Technology Acceptance Model, and Innovation Diffusion Theory, and further develops the model by adding environmental impact as a new factor. The paper utilizes Cronbach alpha score and regression analyze to analyze and validate data. This study concludes that there are eight dimensions that impact consumers' expenditure on electric vehicles in China: Consumer's attitude towards electronic cars, consumer's subjective norm on electronic cars, consumer's self-control ability, consumer's perceived usefulness of electronic cars, consumer's perceived convenience of electronic cars, consumer's adaptability on electronic cars, external information, and perceived environmental effect of electronic cars. The implication of this paper is to help firms and government understand what is required to improve the popularity of electric vehicles in consumers' perspective and increase number of stocks of electric vehicles.",190,,384,389,Business; China; Agricultural economics,,,,,https://download.atlantis-press.com/proceedings/fmet-21/125961054 https://www.atlantis-press.com/proceedings/fmet-21/125961054,http://dx.doi.org/10.2991/aebmr.k.210917.060,,10.2991/aebmr.k.210917.060,3199293102,,0,163-637-734-144-951,2,true,cc-by-nc,gold
092-190-898-328-173,Switched reluctance drives for electric vehicle applications,2023-12-28,2023,journal article,RE&PQJ,2172038x,UK Zhende Publishing Limited Company,,Pedro Andrada Gascón; Marcel Torrent Burgués; Balduino Blanqué Molina; Josep Ignasi Perat Benavides,"Electric vehicles are the only alternative for a clean, efficient and environmentally friendly urban transport system. With the increasing interest in electric drives for electric vehicle propulsion. This paper first tries to explain why the switched reluctance drive is a strong candidate for electric vehicle applications. It then gives switched reluctance drive design guidelines for battery or fuel cell operated electric vehicles. Finally, it presents the design and simulation of a switched reluctance motor power train.",1,1,373-1,373-7,Propulsion; Electrical engineering; Switched reluctance motor; Engineering; Traction motor; Automotive engineering; Electric vehicle; Switched reluctance drive; Fuel cells; Battery (electricity); Powertrain,Electric vehicle; electric drives; power drive train; switched reluctance motor,,,,https://www.icrepq.com/pdfs/ANDR.373.pdf https://upcommons.upc.edu/bitstream/2117/14882/1/switched_reluctance.pdf http://www.icrepq.com/pdfs/ANDR.373.pdf https://upcommons.upc.edu/handle/2117/14882,http://dx.doi.org/10.24084/repqj01.373,,10.24084/repqj01.373,624816808,,0,006-409-493-066-659; 023-940-615-758-315; 030-805-699-964-627; 034-278-337-641-672; 063-951-152-297-528; 064-105-452-022-837; 088-061-944-093-200; 093-161-674-957-767; 103-781-380-746-364; 111-233-740-756-13X; 122-655-853-875-898; 166-921-390-799-432,0,true,cc-by-nc-nd,green
092-212-164-926-929,ECOLOGICAL EFFECT OF ELECTRIC VEHICLES,,2013,,,,,,Dainis Berjoza; Inara Jurgena,"New solutions to the use of various alternative energies are searched for in the sector of transport owing to the fast increase in the consumption of energy resources. One of such alternative energies is electric energy used in electric vehicles. The use of electric vehicles is not only economically beneficial, but it also ensures fewer emissions as well as localises these emissions outside the exploitation site of these vehicles (outside cities). Electric vehicles produce less CO2, CH, NO x, and CO emissions, and in some conceptions the amount of emissions is even considered to be 0. The present paper analyses the potential effect of the increase in the proportion of electric vehicles on the ecology of Latvia.",,,,,Alternative energy; Green vehicle; Engineering; Consumption (economics); Ecology; Electric energy; Energy resources; Potential effect; Ecology (disciplines),,,,,https://tf.llu.lv/conference/proceedings2013/Papers/067_Berjoza_D.pdf,https://tf.llu.lv/conference/proceedings2013/Papers/067_Berjoza_D.pdf,,,2185517795,,0,143-953-190-509-412,0,false,,
092-594-234-008-442,Application of Friction Welding in Electric Vehicle Construction,2024-09-30,2024,journal article,Aspects in Mining & Mineral Science,25780255,Crimson Publishers,,Zakaria Boumerzoug,"Electric VehicleAn electric vehicle is a car that runs entirely on electricity (Figure 1).This energy is stored in a rechargeable battery.One or more electric motors powered by the battery propel the vehicle.Of course, electric vehicles do not require fuel and do not emit exhaust gases, making them more environmentally friendly than cars with a combustion engine.Figure 1: Electric vehicle. Types of electric vehiclesElectric vehicles can be divided into two types : a.Type 1: 100% electric vehicles: are vehicles cars that run entirely on electricity stored in their battery. b.Type 2 : Hybrid vehicles are vehicles that combine a gasoline engine and an electric motor.The motors work in tandem to power the car.According to economic statistics, sales of electric vehicles continue to grow.This is due to the technology, which is now mature and constantly improving.Another reason for this growth is that electric mobility now appears essential to reduce the impact of transport on the environment [1].",12,4,,,Welding; Automotive engineering; Mechanical engineering; Materials science; Engineering,,,,,http://crimsonpublishers.com/amms/pdf/AMMS.000793.pdf https://doi.org/10.31031/amms.2024.12.000793,http://dx.doi.org/10.31031/amms.2024.12.000793,,10.31031/amms.2024.12.000793,,,0,,0,true,cc-by,gold
092-982-211-172-084,Research and Development of Energy-storage Light-rail Vehicle Electric Traction System,,2013,journal article,Electric Drive for Locomotives,,,,Qiao Xian-hua; Csr Zhuzhou,"Parameters and performance requirement of energy-storage electric traction light-rail vehicle were introduced.T/B characteristic of electric traction system,simulation and calculation of vehicle operation capability,main circuit,control system and energy-storage management system of the vehicle were expounded.Moreover,energy-storage traction system of the vehicle was compared with traditional electric traction system.The vehicle has passed line routine test and type approval test,which satisfies design requirements.",,,,,Engineering; Traction motor; Traction control system; Automotive engineering; Control system; Line (electrical engineering); Traction system; Electric traction; Light rail; Energy storage,,,,,https://en.cnki.com.cn/Article_en/CJFDTOTAL-JCDC201301023.htm,https://en.cnki.com.cn/Article_en/CJFDTOTAL-JCDC201301023.htm,,,2354381465,,0,,0,false,,
093-259-703-786-967,"The Preponderance of Electric Vehicles  and the Availability of ""Green"" Electricity",2023-09-20,2023,preprint,,,Center for Open Science,,THEODORE MODIS,"<p>The main advantage of electric vehicles, namely, their non-polluting operation, is compromised when the electricity they use comes from burning fossil fuels. The number of electric vehicles on the road is growing much faster than the amount of “green” electricity produced. It is forecasted that in 2037 the number of electric vehicles on the road will need an amount of electricity equal to the entire “green” electricity produced at that time. Therefore, “green” operation of electric vehicles entering the market after 2037 will be impossible. The sales of hydrogen-burning vehicles are poised to overtake the sales of electric vehicles in 2041, but a non-polluting overall operation for them is not guaranteed either at this time.</p>",,,,,Electricity; Green vehicle; Electricity market; Business; Fossil fuel; Electricity retailing; Electric vehicle; Electricity generation; Electric cars; Environmental science; Environmental economics; Automotive engineering; Commerce; Natural resource economics; Engineering; Waste management; Economics; Fuel efficiency; Power (physics); Electrical engineering; Physics; Quantum mechanics,,,,,https://osf.io/tf6j2/download https://doi.org/10.31219/osf.io/tf6j2,http://dx.doi.org/10.31219/osf.io/tf6j2,,10.31219/osf.io/tf6j2,,,0,,0,true,public-domain,gold
094-136-186-465-175,Dependency-Aware Task Offloading Strategy via Heterogeneous Graph Neural Network and Deep Reinforcement Learning,2025-07-01,2025,journal article,IEEE Internet of Things Journal,23274662; 23722541,Institute of Electrical and Electronics Engineers (IEEE),United States,Jinming Wu; Yuan Zou; Xudong Zhang; Jiahui Liu; Wenjing Sun; Guodong Du,"As the Internet of Things proliferates, cloud-assisted mobile-edge computing (MEC) enables intelligent connected vehicles (ICVs) to offload their computationally intensive tasks to servers within the Internet of Vehicles, thereby reducing delay and energy consumption. However, most existing research on edge computing offloading overlooks the dependency relationships between subtasks. These dependencies significantly increase the complexity of task offloading, making it difficult to devise general solutions for scenarios of varying scales a challenging endeavor. To tackle this challenge, we present a heterogeneous graph attention network (HGAT) augmented deep reinforcement learning dependency-aware task offloading framework, aiming to achieve minimal task completion time and energy consumption. The dynamic system of vehicles and servers is modeled as an undirected graph, with nodes corresponding to servers/vehicles and edges capturing the intensity of task competition. Tasks are modeled as directed acyclic graphs, where nodes denote subtasks and directed edges define their dependencies. An HGAT-based encoder is then introduced to effectively capture the intricate relationships between subtasks and each servercores. Subtask selection and servercores assignment are formulated as a Markov decision process and solved using the proximal policy optimization method. Simulation results demonstrate that the proposed algorithm outperforms existing ones across various scenarios, showcasing superior adaptability and performance benefits.",12,13,22915,22933,Computer science; Reinforcement learning; Graph; Artificial intelligence; Artificial neural network; Dependency (UML); Task (project management); Distributed computing; Theoretical computer science; Economics; Management,,,,National Key Research and Development Program of China; High-End Foreign Experts Recruitment Program,,http://dx.doi.org/10.1109/jiot.2025.3549441,,10.1109/jiot.2025.3549441,,,1,004-971-490-506-079; 006-145-740-007-976; 007-501-233-934-219; 015-418-515-484-466; 026-433-425-601-598; 029-411-985-646-796; 041-179-617-603-988; 041-791-254-876-768; 042-092-638-102-159; 043-224-511-329-32X; 045-774-032-249-276; 055-211-579-773-526; 059-303-376-385-930; 060-502-057-336-83X; 060-967-718-695-312; 061-836-892-744-526; 064-613-060-955-524; 068-836-364-401-487; 070-716-578-095-441; 072-428-970-402-30X; 074-172-607-980-62X; 077-329-043-047-181; 077-371-739-022-918; 078-984-893-267-516; 083-192-324-223-80X; 085-397-722-562-315; 090-795-837-480-541; 091-277-214-303-019; 091-724-818-386-742; 096-394-281-640-255; 099-693-541-311-028; 101-001-458-494-310; 101-365-638-133-51X; 103-658-878-854-297; 104-343-568-407-563; 110-655-567-503-289; 119-065-400-281-212; 130-603-460-389-448; 137-413-787-139-878; 145-690-322-186-864; 149-083-231-882-582; 149-590-123-270-833; 155-621-909-093-88X; 159-855-960-115-527; 161-061-083-759-175; 161-681-690-257-238; 172-056-391-850-184; 180-914-689-534-844; 189-607-286-714-039,11,false,,
094-322-223-611-522,Analysis of Energy Consumption Model and Energy Consumption Characteristics of Electric Vehicle,,2018,conference proceedings article,"Proceedings of the 8th International Conference on Social Network, Communication and Education (SNCE 2018)",,Atlantis Press,,Taihua Jia,"The modeling of energy consumption of electric vehicles is of great significance for meticulous depiction and evaluation of energy saving driving control effect of electric vehicles. Compared with the mesoscopic energy consumption model based on the driving segment, the proposed model can be more accurately estimated. The energy consumption of electric vehicles is generally suitable for detailed characterization of the energy consumption characteristics of electric vehicles, as well as the quantitative estimation of the energy consumption of electric vehicles in small areas such as roads and intersections. In this paper, the driving data of electric vehicle is acquired by the actual driving mode of outdoor roads. The energy consumption model of electric vehicle is established based on the analysis data. Finally, various driving control modes and their energy efficiency improvement are analyzed and evaluated.",,,881,884,Automotive engineering; Electric vehicle; Energy consumption; Environmental science,Energy consumption model; Energy consumption characteristics; Electric vehicle,,,,https://www.atlantis-press.com/proceedings/snce-18/25895366,http://dx.doi.org/10.2991/snce-18.2018.181,,10.2991/snce-18.2018.181,2806659598,,0,,0,true,cc-by-nc,gold
094-576-235-663-004,Modelling of Components for Conventional Car and Hybrid Electric Vehicle in Modelica,2004-01-01,2004,,,,,,Johanna Wallén,"Hybrid electric vehicles have two power sources - an internal combustion engine and an electric motor. These vehicles are of great interest because they contribute to a decreasing fuel consumption and air pollution and still maintain the performance of a conventional car. Different topologies are described in this thesis and especially the series and parallel hybrid electric vehicle and Toyota Prius have been studied. This thesis also depicts modelling of a reference car and a series hybrid electric vehicle in Modelica. When appropriate, models from the Modelica standard library have been used. Models for a manual gearbox, final drive, wheel, chassis, air drag and a driver have been developed for the reference car. For the hybrid electric vehicle a continuously variable transmission, battery, an electric motor, fuel cut-off function for the internal combustion engine and a converter that distributes the current between generator, electric motor and internal combustion engine have been designed. These models have been put together with models from the Modelica standard library to a reference car and a series hybrid electric vehicle which follows the NEDC driving cycle. A sketch for the parallel hybrid electric vehicle and Toyota Prius have also been made in Modelica. Developed models have been introduced into the Modelica library VehProLib, which is a vehicle propulsion library under development by Vehicular Systems, Linkopings universitet.",,,,,Battery electric vehicle; Engineering; Control engineering; Driving cycle; Automotive engineering; Electric motor; Electric vehicle; Modelica; Chassis; Hybrid vehicle; Hybrid power,,,,,http://www.diva-portal.org/smash/record.jsf?pid=diva2:19699 http://liu.diva-portal.org/smash/get/diva2:19699/FULLTEXT01 https://www.fs.isy.liu.se/Publications/MSc/04_EX_3489_JW.pdf,http://www.diva-portal.org/smash/record.jsf?pid=diva2:19699,,,80331836,,0,000-822-292-218-450; 012-912-235-470-654; 022-685-347-570-751; 025-518-303-047-791; 026-345-712-244-167; 026-729-922-417-436; 027-799-506-964-027; 057-657-040-734-282; 077-688-568-812-362; 082-022-216-990-034; 092-429-969-303-742; 103-680-337-559-51X; 147-184-840-481-100; 147-369-492-338-13X; 150-035-323-215-161,16,false,,
094-978-638-141-181,Prospects of electric vehicles in Pakistan considering force field analysis,,2019,,,,,,Sarmad Zaman Rajper,"It is generally believed that electric vehicles (EVs) are not suitable for adoption in an energy deficient country marred by blackouts. In reality, there may be some forces which can trigger or resist the implementation of EV technology. In this regard, face to face interviews were conducted to enlist and evaluate the barriers and opportunities for the prospects of electric vehicles in Pakistan. It was evaluated if favourable policies are adopted there could be successful propagation of hybrid electric vehicles (HEVs) and electric two-wheelers (E2Ws) in Pakistan. For electric cars or electric four-wheelers (E4Ws), the situation could be favourable when these vehicle would offer a lower sticker price and lower cost of infrastructure.",,,49,60,Environmental economics; Business; Force-field analysis; Electric cars; Lower cost; Face to face interview; Developing country,,,,,https://biblio.ugent.be/publication/8673028,https://biblio.ugent.be/publication/8673028,,,3082413957,,0,,0,false,,
